created_at,tweet_id,name,screen_name,retweet_count,text,mined_at,favourite_count,hashtags,status_count,location,source_device,retweet_text,quote_text,quote_screen_name
2020-10-28 23:27:25,1321594448652902401,Arizona Republican Party,AZGOP,1477,RT @DanScavino: https://t.co/kYfjpWYjCK,2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,https://t.co/kYfjpWYjCK,None,None
2020-10-28 23:27:36,1321594494353956864,Arizona Republican Party,AZGOP,16,"RT @jeremiahcota: Thank you POTUS for one last rally!

Arizona loves you!

#FourMoreYears 
#KeepAmericaGreat https://t.co/wsRffKwUwb",2021-03-01 21:20:58.069814,0,"[{'text': 'FourMoreYears', 'indices': [75, 89]}, {'text': 'KeepAmericaGreat', 'indices': [91, 108]}]",22075,,Twitter for iPhone,"Thank you POTUS for one last rally!

Arizona loves you!

#FourMoreYears 
#KeepAmericaGreat https://t.co/wsRffKwUwb",None,None
2020-10-28 23:27:43,1321594523277877249,Arizona Republican Party,AZGOP,143,RT @TrumpStudents: LATINOS LOVE @REALDONALDTRUMP! https://t.co/isoWNO7jCj,2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,LATINOS LOVE @REALDONALDTRUMP! https://t.co/isoWNO7jCj,None,None
2020-10-28 23:27:50,1321594553598500864,Arizona Republican Party,AZGOP,548,"RT @GOP: “Today, I’m announcing the American Dream Plan. Over the next four years, the American Dream plan will bring more than 2 million j…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,"“Today, I’m announcing the American Dream Plan. Over the next four years, the American Dream plan will bring more than 2 million jobs to Hispanic communities.” -@realDonaldTrump https://t.co/eZtZtdtswj",None,None
2020-10-28 23:28:03,1321594610821459968,Arizona Republican Party,AZGOP,2439,"RT @GOPChairwoman: ARIZONA is fired up and ready to re-elect for @realDonaldTrump!

✅ 23,591 signups for Bullhead City rally

✅ 24.0% NOT R…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,"ARIZONA is fired up and ready to re-elect for @realDonaldTrump!

✅ 23,591 signups for Bullhead City rally

✅ 24.0% NOT Republican

✅ 45.3% (!) did not vote in 2016

Thank you to the thousands of supporters who turned out!",None,None
2020-10-29 01:01:08,1321618036223143937,Arizona Republican Party,AZGOP,9,"Today, and every day, we honor, respect, and thank our heroic first responders and frontline workers for their service and for the sacrifices they and their families make on our behalf. #NationalFirstRespondersDay https://t.co/i37eH3igtY",2021-03-01 21:20:58.069814,24,"[{'text': 'NationalFirstRespondersDay', 'indices': [186, 213]}]",22075,,Twitter Web App,None,None,None
2020-10-29 03:51:28,1321660899594129408,Arizona Republican Party,AZGOP,2,Golfers For Trump! https://t.co/Yh7HahHl32,2021-03-01 21:20:58.069814,66,[],22075,,Twitter for iPhone,None,None,None
2020-10-29 04:11:27,1321665928602419200,Arizona Republican Party,AZGOP,18,"Chairwoman @kelliwardaz released the following statement today after President @realDonaldTrump's rallies in Bullhead City and Goodyear, Arizona: https://t.co/V9l4FbR3ic",2021-03-01 21:20:58.069814,74,[],22075,,Twitter Web App,None,None,None
2020-10-29 04:18:53,1321667801656913920,Arizona Republican Party,AZGOP,806,"RT @WhiteHouse: For too long, the political class—including party leaders, lobbyists, think tanks, media, and more—ignored the concerns of…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter Web App,"For too long, the political class—including party leaders, lobbyists, think tanks, media, and more—ignored the concerns of millions of American families.

The American people wanted change. The establishment didn’t listen. President Trump did.

1600 Daily: https://t.co/A68ueVC88u https://t.co/3mTYIXFm2B",None,None
2020-10-29 05:05:31,1321679533506899968,Arizona Republican Party,AZGOP,29,"RT @KimberlyYeeAZ: Thanks, @realDonaldTrump, for the shout out! With your pro-growth economic policies, AZ's finances are strong &amp; our oper…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter Web App,"Thanks, @realDonaldTrump, for the shout out! With your pro-growth economic policies, AZ's finances are strong &amp; our operating balance is $2 billion more than last year, an +84% YOY increase! 9.3 million U.S. jobs added in 3 months! #GreatAmericanComeback #LeadRight @TeamTrump https://t.co/WLybVORwUQ",None,None
2020-10-29 05:06:19,1321679737844981760,Arizona Republican Party,AZGOP,21,RT @AzFRW: Get it done #AZ01! https://t.co/9Z3Nyjy0dj,2021-03-01 21:20:58.069814,0,"[{'text': 'AZ01', 'indices': [23, 28]}]",22075,,Twitter Web App,Get it done #AZ01! https://t.co/9Z3Nyjy0dj,None,None
2020-10-29 05:07:33,1321680046818357249,Arizona Republican Party,AZGOP,61,"RT @conservatyler: In Arizona, we are seeing Hispanic small business owners going all in for Trump after hearing the Biden Tax plan that wi…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter Web App,"In Arizona, we are seeing Hispanic small business owners going all in for Trump after hearing the Biden Tax plan that will kill their sole prop businesses. 

The radical democrats have gone totally insane and people are waking up. 

🎉 VIVA TRUMP 🎉

🎉 VIVA TRUMP TAX CUTS 🎉 https://t.co/hSF9LM9UEV",None,None
2020-10-29 05:07:44,1321680094151155714,Arizona Republican Party,AZGOP,3387,"RT @ElijahSchaffer: DEVELOPING: local philadelphia resident says the ongoing BLM riots &amp; civil unrest 

are leading people in this swing st…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter Web App,"DEVELOPING: local philadelphia resident says the ongoing BLM riots &amp; civil unrest 

are leading people in this swing state to vote for @realDonaldTrump https://t.co/NqAFT3VdOB",None,None
2020-10-29 05:11:52,1321681134887952384,Arizona Republican Party,AZGOP,41,"RT @MarthaMcSally: Don’t stick your ballot in the mail! The deadline has passed to make sure it arrives in time.
 
Find your drop off locat…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter Web App,"Don’t stick your ballot in the mail! The deadline has passed to make sure it arrives in time.
 
Find your drop off location and return your ballot today. Bring your family, friends, and neighbors—we need every Arizonan to make their voice heard in this election. https://t.co/tjnpW93v97",None,None
2020-10-29 05:17:21,1321682513215934464,Arizona Republican Party,AZGOP,2090,"RT @GOPChairwoman: Another huge turnout for @realDonaldTrump!

✅ 17,251 signups for Goodyear rally

✅ 19.5% NOT Republican

✅ 35.7% (!) did…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter Web App,"Another huge turnout for @realDonaldTrump!

✅ 17,251 signups for Goodyear rally

✅ 19.5% NOT Republican

✅ 35.7% (!) did not vote in 2016

Thank you to everyone helping keep ARIZONA red in 2020!",None,None
2020-10-29 06:20:27,1321698394075656192,Arizona Republican Party,AZGOP,1257,"RT @kayleighmcenany: Landing in Goodyear, Arizona for the @realDonaldTrump rally today‼️

Photos via @EPNAC https://t.co/wn5taYZjIx",2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,"Landing in Goodyear, Arizona for the @realDonaldTrump rally today‼️

Photos via @EPNAC https://t.co/wn5taYZjIx",None,None
2020-10-29 06:20:31,1321698409854627841,Arizona Republican Party,AZGOP,4572,"RT @kayleighmcenany: What an AMAZING @realDonaldTrump rally in Bullhead City, Arizona‼️

Photo via @shealahdcphoto https://t.co/EAiwqvNoxE",2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,"What an AMAZING @realDonaldTrump rally in Bullhead City, Arizona‼️

Photo via @shealahdcphoto https://t.co/EAiwqvNoxE",None,None
2020-10-29 06:20:57,1321698517392351234,Arizona Republican Party,AZGOP,534,"RT @TrumpWarRoom: President Trump Draws Thousands to Campaign Rallies in Arizona, Kamala Harris Draws ‘Approximately 100’
https://t.co/tta9…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,"President Trump Draws Thousands to Campaign Rallies in Arizona, Kamala Harris Draws ‘Approximately 100’
https://t.co/tta9NWFiU0",None,None
2020-10-29 06:22:11,1321698828056104960,Arizona Republican Party,AZGOP,142,"RT @EquipoTrump: 🚨🌵NEW AD FOR ARIZONA AND NEVADA🌵🚨

Today we'll decide if we'll save the American Dream, or if we'll let the global pandemi…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,"🚨🌵NEW AD FOR ARIZONA AND NEVADA🌵🚨

Today we'll decide if we'll save the American Dream, or if we'll let the global pandemic threaten our future.

With President Trump, we will eradicate the coronavirus and MAKE AMERICA GREAT AGAIN! #LatinosForTrump https://t.co/gjllgfUD4Y",None,None
2020-10-29 06:22:23,1321698879490781184,Arizona Republican Party,AZGOP,1091,RT @mchooyah: let's do a poll today. Who's got your vote?,2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,let's do a poll today. Who's got your vote?,None,None
2020-10-29 06:32:24,1321701399890067456,Arizona Republican Party,AZGOP,650,"RT @TrumpStudents: Jeff Flake giving Joe Biden his endorsement will give President @realDonaldTrump a boost in Arizona.

Arizonans don’t li…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,"Jeff Flake giving Joe Biden his endorsement will give President @realDonaldTrump a boost in Arizona.

Arizonans don’t like Jeff Flake.",None,None
2020-10-29 06:32:29,1321701420874129408,Arizona Republican Party,AZGOP,25,RT @DebbieLesko: Excited to welcome @realDonaldTrump back to Arizona today! The crowd is fired up and ready for #FOURMOREYEARS https://t.co…,2021-03-01 21:20:58.069814,0,"[{'text': 'FOURMOREYEARS', 'indices': [112, 126]}]",22075,,Twitter for iPhone,Excited to welcome @realDonaldTrump back to Arizona today! The crowd is fired up and ready for #FOURMOREYEARS https://t.co/4p4M8Pdgh7,None,None
2020-10-29 06:32:38,1321701460120227841,Arizona Republican Party,AZGOP,2125,RT @Mike_Pence: President @realDonaldTrump has fought for America’s farmers &amp; manufacturers from DAY ONE!,2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,President @realDonaldTrump has fought for America’s farmers &amp; manufacturers from DAY ONE!,None,None
2020-10-29 06:42:40,1321703982801186826,Arizona Republican Party,AZGOP,40,".@kelliwardaz and @andybiggs4az are on a mission to #KeepArizonaGreat, and they’re not taking any prisoners! #Win2020 https://t.co/o8X0ODwNJc",2021-03-01 21:20:58.069814,271,"[{'text': 'KeepArizonaGreat', 'indices': [52, 69]}, {'text': 'Win2020', 'indices': [109, 117]}]",22075,,Twitter for iPhone,None,None,None
2020-10-29 15:11:17,1321831981986934784,Arizona Republican Party,AZGOP,646,RT @Nigel_Farage: Trump beat the pollsters before and he can do it again. https://t.co/Cl1rvBQTZy,2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,Trump beat the pollsters before and he can do it again. https://t.co/Cl1rvBQTZy,None,None
2020-10-29 15:26:36,1321835837336637445,Arizona Republican Party,AZGOP,6,Stay tuned! https://t.co/Wemi9EasYN,2021-03-01 21:20:58.069814,32,[],22075,,Twitter for iPhone,None,None,None
2020-10-29 16:05:54,1321845726171734016,Arizona Republican Party,AZGOP,59,"There may be some debate over who the greatest golfer is, but the case is closed on who the #GOAT President is! #GolfersForTrump 🏌️ https://t.co/h7RjfYArQJ",2021-03-01 21:20:58.069814,284,"[{'text': 'GOAT', 'indices': [92, 97]}, {'text': 'GolfersForTrump', 'indices': [112, 128]}]",22075,,Twitter for iPhone,None,None,None
2020-10-29 19:19:33,1321894458636468224,Arizona Republican Party,AZGOP,13,"RT @drewsexton23: Sure is interesting that for all of the talk about ""changing tides"" in Arizona, it was the @AZGOP that surged in voter re…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,"Sure is interesting that for all of the talk about ""changing tides"" in Arizona, it was the @AZGOP that surged in voter registrations over the past six months... #LeadRight 🇺🇸🐘❤️🌵 https://t.co/JcQcRa4FSv",None,None
2020-10-29 19:30:32,1321897225333608449,Arizona Republican Party,AZGOP,11,RT @JDMesnard: Are you voting for J.D. Mesnard? Let J.D. know he can count on your vote &gt;&gt; https://t.co/uYUEY5MkGL https://t.co/U88qXrIhXD,2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,Are you voting for J.D. Mesnard? Let J.D. know he can count on your vote &gt;&gt; https://t.co/uYUEY5MkGL https://t.co/U88qXrIhXD,None,None
2020-10-29 19:30:41,1321897262075715584,Arizona Republican Party,AZGOP,3,RT @anthonykernAZ: Honored to have your vote and represent you in District 20! #leadright @AZGOP https://t.co/eJoApLrAFs,2021-03-01 21:20:58.069814,0,"[{'text': 'leadright', 'indices': [79, 89]}]",22075,,Twitter for iPhone,Honored to have your vote and represent you in District 20! #leadright @AZGOP https://t.co/eJoApLrAFs,None,None
2020-10-29 19:31:17,1321897412508545024,Arizona Republican Party,AZGOP,5,RT @SonnyBorrelli: An OUTSTANDING attendance with only a few days notice. https://t.co/VIH96clFLp,2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,An OUTSTANDING attendance with only a few days notice. https://t.co/jUGSMbtBCP https://t.co/VIH96clFLp,None,None
2020-10-29 19:31:33,1321897479269281792,Arizona Republican Party,AZGOP,3,RT @LivingstonLD22: #RepublicansSupportingRepublicans,2021-03-01 21:20:58.069814,0,"[{'text': 'RepublicansSupportingRepublicans', 'indices': [20, 53]}]",22075,,Twitter for iPhone,#RepublicansSupportingRepublicans https://t.co/UQmVDdyB6G,None,None
2020-10-29 19:32:44,1321897775852785664,Arizona Republican Party,AZGOP,47,RT @DrPaulGosar: The Moss Mine (gold/silver) is 10 miles out of #BullheadCity and the miners there made a giant sign “Miners for Trump” vis…,2021-03-01 21:20:58.069814,0,"[{'text': 'BullheadCity', 'indices': [64, 77]}]",22075,,Twitter for iPhone,The Moss Mine (gold/silver) is 10 miles out of #BullheadCity and the miners there made a giant sign “Miners for Trump” visible to @realDonaldTrump as he flew over yesterday. This mine is a key part of the economy in Mohave county. #bullheadcityrally #MAGA2020 @Northern_Vertex https://t.co/jsY1EuZ5i5,None,None
2020-10-29 19:32:53,1321897814004129792,Arizona Republican Party,AZGOP,66,"RT @MarthaMcSally: Arizona, you have a clear choice in this race. The Democrats are way too liberal for Arizona.
 
❌ Raise taxes by $2,300…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,"Arizona, you have a clear choice in this race. The Democrats are way too liberal for Arizona.
 
❌ Raise taxes by $2,300 on working families.
❌ Higher costs and worse health care
❌ Weak borders https://t.co/YU5ajlH02V",None,None
2020-10-29 19:33:30,1321897972423012352,Arizona Republican Party,AZGOP,27,RT @DebbieLesko: It was great to welcome @realDonaldTrump back to Arizona yesterday! I was honored to speak at the rally and it was great t…,2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,It was great to welcome @realDonaldTrump back to Arizona yesterday! I was honored to speak at the rally and it was great to see so many Arizonans ready to reelect President Trump on Tuesday! https://t.co/KnxKBdBOqp,None,None
2020-10-29 19:33:58,1321898088714301441,Arizona Republican Party,AZGOP,10,"RT @AllisterAdel: ""The answer is clear: if we want a criminal justice system that provides resources for those who need help, holds crimina…",2021-03-01 21:20:58.069814,0,[],22075,,Twitter for iPhone,"""The answer is clear: if we want a criminal justice system that provides resources for those who need help, holds criminals accountable and keeps children and families safe, Allister Adel is the right choice for Maricopa County Attorney.""-- @GovBrewer 

https://t.co/ZEGghp1Yyg",None,None
2020-10-29 19:34:31,1321898224710418434,Arizona Republican Party,AZGOP,153,RT @Garrett_Archer: Republican early votes have taken the lead in Maricopa county.,2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,Republican early votes have taken the lead in Maricopa county.,None,None
2020-10-29 19:34:38,1321898256209596417,Arizona Republican Party,AZGOP,9,"RT @cfanderegg: It’s a beautiful day on the trail with @ScottforFlorida! He’s making the case for keeping Martha in the Senate:
☑️ Cutting…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"It’s a beautiful day on the trail with @ScottforFlorida! He’s making the case for keeping Martha in the Senate:
☑️ Cutting taxes &amp; helping small biz 
☑️ Supporting our military &amp; LEOs
☑️ Holding China accountable https://t.co/BSVnouKBc6",None,None
2020-10-29 19:35:02,1321898354331152385,Arizona Republican Party,AZGOP,12,RT @RepDavid: Today’s report of record-breaking GDP growth shows we are on the right path to get our economy back to pre-pandemic levels! 📈✅,2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,Today’s report of record-breaking GDP growth shows we are on the right path to get our economy back to pre-pandemic levels! 📈✅ https://t.co/2upC1tDMY2,None,None
2020-10-29 19:35:23,1321898445221715968,Arizona Republican Party,AZGOP,15,RT @for_pena: Lots of Southsiders were present! It was a great time!,2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,Lots of Southsiders were present! It was a great time! https://t.co/29NTUZsSWN,None,None
2020-10-29 19:35:50,1321898558165979136,Arizona Republican Party,AZGOP,6,"RT @markhardynrsc: Brian met @MarthaMcSally earlier in the year. Afterward, he registered to vote and will casting his very ballot on Tuesd…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"Brian met @MarthaMcSally earlier in the year. Afterward, he registered to vote and will casting his very ballot on Tuesday to Keep Martha McSally as his Senator!

#TeamMcSally #LeadRight #AZSen #2020Election https://t.co/C2RUuJuYSy",None,None
2020-10-29 19:36:32,1321898734465163264,Arizona Republican Party,AZGOP,404,"RT @SecBernhardt: The @realDonaldTrump Administration has accomplished historic feats for conservation, securing the largest investment in…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"The @realDonaldTrump Administration has accomplished historic feats for conservation, securing the largest investment in our national parks and public lands, opening 4 million acres to new hunting and fishing opportunities, and recovering a record number of endangered species. https://t.co/LoOuCPqJXm",None,None
2020-10-29 19:36:47,1321898795064463360,Arizona Republican Party,AZGOP,206,"RT @HouseGOP: The Great American Comeback is underway. 🇺🇸
 
""The U.S. economy grew at its fastest pace ever in the third quarter as a natio…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"The Great American Comeback is underway. 🇺🇸
 
""The U.S. economy grew at its fastest pace ever in the third quarter as a nation battered by an unprecedented pandemic started to put itself back together.""
 
https://t.co/fOWy6rXLLa",None,None
2020-10-29 19:37:08,1321898885359431682,Arizona Republican Party,AZGOP,829,"RT @GOPChairwoman: This is fantastic news! America needs 4 more years of @realDonaldTrump!
https://t.co/xf0PeeeRzr",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"This is fantastic news! America needs 4 more years of @realDonaldTrump!
https://t.co/xf0PeeeRzr",None,None
2020-10-29 19:39:28,1321899470510936064,Arizona Republican Party,AZGOP,15,RT @andybiggs4az: President @realDonaldTrump is working hard to #EndEndlessWars! #AmericaFirst,2021-03-01 21:20:57.515886,0,"[{'text': 'EndEndlessWars', 'indices': [64, 79]}, {'text': 'AmericaFirst', 'indices': [81, 94]}]",22075,,Twitter for iPhone,President @realDonaldTrump is working hard to #EndEndlessWars! #AmericaFirst https://t.co/FchI8SNiTd,None,None
2020-10-30 00:50:46,1321977814019567621,Arizona Republican Party,AZGOP,96,RT @MarthaMcSally: Having a little fun on the trail! https://t.co/u6gFIU6fMJ,2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,Having a little fun on the trail! https://t.co/u6gFIU6fMJ,None,None
2020-10-30 00:51:21,1321977960006516737,Arizona Republican Party,AZGOP,596,"RT @jepence: The Republican Party is GROWING by the day because President Trump is putting America First for ALL Americans.

RT if you’re p…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,"The Republican Party is GROWING by the day because President Trump is putting America First for ALL Americans.

RT if you’re proud to be Republican 🇺🇸 #Trump2020",None,None
2020-10-30 00:52:41,1321978293579517952,Arizona Republican Party,AZGOP,345,RT @PARISDENNARD: Pres. @realDonaldTrump’s #PlatinumPlan is bringing a lot of people to the table to get even more things done for the Blac…,2021-03-01 21:20:57.515886,0,"[{'text': 'PlatinumPlan', 'indices': [43, 56]}]",22075,,Twitter Web App,"Pres. @realDonaldTrump’s #PlatinumPlan is bringing a lot of people to the table to get even more things done for the Black Community in the second term! 

This is building off of the President’s already impressive record of results.  

Read it here:

https://t.co/6Yh5GNHAva https://t.co/GnRahVQFns",None,None
2020-10-30 00:54:14,1321978687600820224,Arizona Republican Party,AZGOP,21,"RT @GOP_Cale: The #LatinosForTrump Center in South Phoenix is a hub for Voter Contact &amp; Get Out The Vote efforts!  

Even @SenRickScott cam…",2021-03-01 21:20:57.515886,0,"[{'text': 'LatinosForTrump', 'indices': [18, 34]}]",22075,,Twitter Web App,"The #LatinosForTrump Center in South Phoenix is a hub for Voter Contact &amp; Get Out The Vote efforts!  

Even @SenRickScott came all the way from Florida to join @MarthaMcSally (&amp; Boomer) in making calls to Arizona voters!

What are YOU doing to win votes?

#HoldTheLine #LeadRight https://t.co/L9VHewXTXY",None,None
2020-10-30 00:55:28,1321978997136240640,Arizona Republican Party,AZGOP,569,"RT @TrumpWarRoom: Lauren, a Virginia voter supporting President Trump, says “Jobs are coming back, and Joe Biden has signaled that he is wi…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,"Lauren, a Virginia voter supporting President Trump, says “Jobs are coming back, and Joe Biden has signaled that he is willing to shut down the country again.”

“Donald Trump is the clear choice for me.” https://t.co/2KEfucZx4C",None,None
2020-10-30 01:12:40,1321983324059918336,Arizona Republican Party,AZGOP,30,RT @kelliwardaz: Check out my interview with @seanspicer on @newsmax where we discussed the importance of Arizona's 11 electoral votes to P…,2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,Check out my interview with @seanspicer on @newsmax where we discussed the importance of Arizona's 11 electoral votes to President @realdonaldtrump's re-election. Remember to get out and #vote so that we can #KeepArizonaRed &amp; #KeepAmericaGreat! https://t.co/iiMnzCWtaY,None,None
2020-10-30 01:29:59,1321987682650615808,Arizona Republican Party,AZGOP,34,"RT @RNCResearch: Fox News reports on President @realDonaldTrump's “American Dream” plan to increase opportunity for Hispanic Americans
http…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,"Fox News reports on President @realDonaldTrump's “American Dream” plan to increase opportunity for Hispanic Americans
https://t.co/AhwUMVD1r1 https://t.co/M7e1SSUvwb",None,None
2020-10-30 01:42:54,1321990934196707330,Arizona Republican Party,AZGOP,20,"RT @cfanderegg: Well-deserved shout out for our ground game from @DanaPerino tonight. 

Every single person on @TeamMcSally (including Mart…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"Well-deserved shout out for our ground game from @DanaPerino tonight. 

Every single person on @TeamMcSally (including Martha) has been working their butts off knocking on doors to bring it home in Arizona. 

We will #HoldTheLine https://t.co/lqEJ5sZllB",None,None
2020-10-30 01:43:02,1321990968418078720,Arizona Republican Party,AZGOP,51,"RT @MarthaMcSally: Drop off your ballot.
Vote early.
 
There’s too much at stake to wait!
https://t.co/96J1oBqMlU",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"Drop off your ballot.
Vote early.
 
There’s too much at stake to wait!
https://t.co/96J1oBqMlU",None,None
2020-10-30 01:46:47,1321991911222042624,Arizona Republican Party,AZGOP,3186,"RT @DHS_Wolf: They said it couldn’t be done…

They tried to block it
They tried to spin it
They tried to hide the truth

They were wrong. 4…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"They said it couldn’t be done…

They tried to block it
They tried to spin it
They tried to hide the truth

They were wrong. 400 times and counting. https://t.co/MWWP4cgoPi",None,None
2020-10-30 02:10:12,1321997803384500225,Arizona Republican Party,AZGOP,15,"RT @andybiggs4az: Andy loves this country. As his wife, I have seen how hard he works to make sure that we enjoy the freedoms that were pro…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,"Andy loves this country. As his wife, I have seen how hard he works to make sure that we enjoy the freedoms that were promised through the Declaration of Independence and Constitution. https://t.co/nBQJKu8Cet",None,None
2020-10-30 02:11:07,1321998032259313664,Arizona Republican Party,AZGOP,1299,"RT @WhiteHouse: Gorsuch.
Kavanaugh.
Barrett. 

Promises Made, Promises Kept 🇺🇸 https://t.co/QVZt7sFSg5",2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,"Gorsuch.
Kavanaugh.
Barrett. 

Promises Made, Promises Kept 🇺🇸 https://t.co/QVZt7sFSg5",None,None
2020-10-30 02:12:32,1321998389337153536,Arizona Republican Party,AZGOP,597,RT @TrumpWarRoom: The best is yet to come. https://t.co/H1nM1rfkLG,2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,The best is yet to come. https://t.co/H1nM1rfkLG,None,None
2020-10-30 02:13:13,1321998560783552512,Arizona Republican Party,AZGOP,20,RT @seanspicer: Thank you for joining us again @kelliwardaz - and most of all for all you and @AZGOP are doing to keep Arizona in the @real…,2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,Thank you for joining us again @kelliwardaz - and most of all for all you and @AZGOP are doing to keep Arizona in the @realDonaldTrump column #keeparizonared https://t.co/0JIKE03PFy,None,None
2020-10-30 02:16:20,1321999348633198592,Arizona Republican Party,AZGOP,568,"RT @realDailyWire: .@BenShapiro Recaps President @realDonaldTrump’s First Term Accomplishments. 

WATCH==&gt; https://t.co/5xS3GtjrDi https://…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,".@BenShapiro Recaps President @realDonaldTrump’s First Term Accomplishments. 

WATCH==&gt; https://t.co/5xS3GtjrDi https://t.co/YZ2JB6LsHg",None,None
2020-10-30 02:18:42,1321999943272341504,Arizona Republican Party,AZGOP,248,"RT @LifeNewsHQ: Ivanka Trump: Parenthood Changed My Mind on Abortion, Now I’m “Unapologetically Pro-Life” https://t.co/qsU98TPmfx https://t…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,"Ivanka Trump: Parenthood Changed My Mind on Abortion, Now I’m “Unapologetically Pro-Life” https://t.co/qsU98TPmfx https://t.co/U1BN6yxVEs",None,None
2020-10-30 02:19:15,1322000079440420864,Arizona Republican Party,AZGOP,1998,RT @LisaMarieBoothe: President Trump is fundamentally changing the Republican Party for the better. He is connecting with voters who never…,2021-03-01 21:20:57.515886,0,[],22075,,Twitter Web App,President Trump is fundamentally changing the Republican Party for the better. He is connecting with voters who never in a million years would vote for an establishment Republican.,None,None
2020-10-30 02:21:28,1322000639648436225,Arizona Republican Party,AZGOP,2530,"RT @GOP: America is roaring back!
 
To continue progress like this, we NEED #FourMoreYears of @realDonaldTrump!
 
https://t.co/lQYB8jZfOp h…",2021-03-01 21:20:57.515886,0,"[{'text': 'FourMoreYears', 'indices': [76, 90]}]",22075,,Twitter Web App,"America is roaring back!
 
To continue progress like this, we NEED #FourMoreYears of @realDonaldTrump!
 
https://t.co/lQYB8jZfOp https://t.co/BHK0nNHhGr",None,None
2020-10-30 03:26:23,1322016975518748672,Arizona Republican Party,AZGOP,19,"RT @Richer4Recorder: Fontes in another legal battle. Shocking. This time it’s contempt of court.  Again, if you did not like this under Joe…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"Fontes in another legal battle. Shocking. This time it’s contempt of court.  Again, if you did not like this under Joe Arpaio, you should feel the same now. Neither the Sheriff nor the Recorder is above the law. As reported by @JenAFifield. 

https://t.co/yLBd0oSbt7",None,None
2020-10-30 03:26:41,1322017050269687810,Arizona Republican Party,AZGOP,11,"RT @Richer4Recorder: Contempt of court filing against Fontes (link). When I say I want to Make The Recorder's Office Boring Again, this is…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"Contempt of court filing against Fontes (link). When I say I want to Make The Recorder's Office Boring Again, this is the type of stuff I'm talking about. Calling the AZ Supreme Court's ruling ""bull crap"" and ignoring order. Joe Arpaio flashbacks anyone?
https://t.co/oxTksZzxxL https://t.co/jtIEiskD8s",None,None
2020-10-30 03:27:09,1322017166762274816,Arizona Republican Party,AZGOP,5,"RT @AllisterAdel: Thank you @jacksellers for your support and partnership in keeping children &amp; families safe.

There are only five days un…",2021-03-01 21:20:57.515886,0,[],22075,,Twitter for iPhone,"Thank you @jacksellers for your support and partnership in keeping children &amp; families safe.

There are only five days until the election. Join our team: https://t.co/55JxDObAsb https://t.co/rOGnr21pEf",None,None
